message_id,date_utc,book_title,author,confidence,reasons,source_text
-1,,Молодая гвардия,И.З.Лин,1.0,alpha; capitalized; context:книги; quotes; context:книги,"Из книги ""Ленин и дети"", И.З.Лин, изд.""Молодая гвардия"", 1925 год"
-1,,Яков Блюмкин,Дмитрий Мануильский,1.0,alpha; capitalized; context:книги; quotes; context:книги,"Смешная история. В мае 1918 года в Киеве начались переговоры между советской делегацией и Украинской республикой. Советы представляли Раковский, Мануильский и Сталин. Украинцы на переговорах общались с россиянами через переводчика, зато с немцами, присутствовавшими на заседании - на чистом русском. "
-1,,Яков Блюмкин,Сорбонну,1.0,alpha; capitalized; context:книги; quotes; context:книги,"Смешная история. В мае 1918 года в Киеве начались переговоры между советской делегацией и Украинской республикой. Советы представляли Раковский, Мануильский и Сталин. Украинцы на переговорах общались с россиянами через переводчика, зато с немцами, присутствовавшими на заседании - на чистом русском. "
-1,,Сталинской трибуны,Гладышев,1.0,alpha; capitalized; context:роман; quotes; context:роман,"Заметка из ""Сталинской трибуны"" за 1940 год (аналог ПУКСАа агронома Гладышева из романа Войновича ""Чонкин"")"
-1,,Сталинской трибуны,Войнович,1.0,alpha; capitalized; context:роман; quotes; context:роман,"Заметка из ""Сталинской трибуны"" за 1940 год (аналог ПУКСАа агронома Гладышева из романа Войновича ""Чонкин"")"
-1,,Чонкин,Гладышев,1.0,alpha; capitalized; context:роман; quotes; context:роман,"Заметка из ""Сталинской трибуны"" за 1940 год (аналог ПУКСАа агронома Гладышева из романа Войновича ""Чонкин"")"
-1,,Чонкин,Войнович,1.0,alpha; capitalized; context:роман; quotes; context:роман,"Заметка из ""Сталинской трибуны"" за 1940 год (аналог ПУКСАа агронома Гладышева из романа Войновича ""Чонкин"")"
-1,,Необычайное путешествие Петьки Озорникова,Олег Павловский,1.0,alpha; capitalized; context:написал; context:книгу; quotes; context:написал; context:книгу,"Советский писатель Олег Павловский в 1950 году написал детскую книгу ""Необычайное путешествие Петьки Озорникова"". В ней описывается, как выглядел бы СССР спустя тридцать лет - в 1980 году. Всю энергию даёт атом - ни нефть, ни уголь, ни другое ископаемое топливо больше не используется. Весь транспорт"
-1,,Внутренний взрыв. Конец России – что он означает для Америки,Илан Берман,1.0,alpha; capitalized; context:книгу; quotes; context:книгу,"Ещё в сентябре 2013 года вице-президент Американского совета по внешней политике Илан Берман опубликовал книгу ""Внутренний взрыв. Конец России – что он означает для Америки"" (Implosion. The End of Russia and What it Means for America), в которой излагается сценарий развития России. Например, там опи"
-1,,Алюта - воздушный слонёнок,Сергей Розанов,1.0,alpha; capitalized; context:написал; quotes; context:написал,"В 1936 году известный советский педагог Сергей Розанов написал детскую футуристическую книжку ""Алюта - воздушный слонёнок"". В ней описывал Москву 1960-х. Все московские здания с крыш связаны канатными дорогами, поезда в аэротрубе разгоняются до 600 км/ч. Но главное - Москва смогла победить холод. Ле"
-1,,Повесть об автомобиле,Ю.Долматовского,1.0,alpha; capitalized; context:книги; quotes; context:книги,"Из книги ""Повесть об автомобиле"" Ю.Долматовского, 1950 год"
-1,,Эпоха викингов в Северной Европе и на Руси,Лебедев,1.0,alpha; capitalized; context:книгу; quotes; context:книгу,"Читаю сейчас хорошую книгу Глеба Лебедева ""Эпоха викингов в Северной Европе и на Руси"". Доктора исторических наук и археолога, одного из лучших отечественных специалистов по викингам/варягам. Ныне уже покойного. Лебедев был активным ""норманистом"", считавшим, что Русь основали скандинавы (т.н. ""Рюрик"
-1,,Уральская жизнь,Романов,1.0,alpha; capitalized; context:роман; quotes; context:роман,"Интересно посмотреть, как питалась в Тобольске сосланная туда в августе 1917 года семья бывшего царя Романова, а также его свита и охрана. Как писала региональная газета ""Уральская жизнь"", ""с приездом семьи Романовых все продукты в Тобольске значительно поднялись в цене, т.к. даже содержание прислуг"
-1,,Уральская жизнь,Романовых,1.0,alpha; capitalized; context:роман; quotes; context:роман,"Интересно посмотреть, как питалась в Тобольске сосланная туда в августе 1917 года семья бывшего царя Романова, а также его свита и охрана. Как писала региональная газета ""Уральская жизнь"", ""с приездом семьи Романовых все продукты в Тобольске значительно поднялись в цене, т.к. даже содержание прислуг"
-1,,Семь лет в России и в Сибири. 1915-1921. Приключения и впечатления,Роман Дыбоский,1.0,alpha; capitalized; context:написал; context:книгу; quotes; context:роман,"Польский учёный из Кракова Роман Дыбоский был призван на Первую мировую в австрийскую армию уже в августе 1914 года. В декабре 1914 года попал в русский плен. В итоге в России он провёл почти семь лет, с 1915-го по 1921 год, и проехал всю страну - последним его пристанищем стал Дальний Восток. В 192"
-1,,"Книги, обязательные для изучения по предмету",А.Мельский,1.0,alpha; capitalized; context:книги; context:литература; context:литература,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,"Книги, обязательные для изучения по предмету",П.Краснов,1.0,alpha; capitalized; context:книги; context:литература; context:книга,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,и А.Мельский,А.Мельский,1.0,alpha; capitalized; context:литература; context:литература,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,и А.Мельский,П.Краснов,1.0,alpha; capitalized; context:литература; context:книга,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,Еврейское засилье в современном мире,А.Мельский,1.0,alpha; capitalized; context:книга; quotes; context:литература,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,Еврейское засилье в современном мире,П.Краснов,1.0,alpha; capitalized; context:книга; quotes; context:книга,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,Германский бунт и ответ мирового еврейства,А.Мельский,1.0,alpha; capitalized; context:книга; quotes; context:литература,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,Германский бунт и ответ мирового еврейства,П.Краснов,1.0,alpha; capitalized; context:книга; quotes; context:книга,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,В подвалах ГПУ,А.Мельский,1.0,alpha; capitalized; context:книга; quotes; context:литература,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,В подвалах ГПУ,П.Краснов,1.0,alpha; capitalized; context:книга; quotes; context:книга,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,Понять - простить,А.Мельский,1.0,alpha; capitalized; context:читает; context:книга; quotes; context:литература,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,Понять - простить,П.Краснов,1.0,alpha; capitalized; context:читает; context:книга; quotes; context:книга,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,Занятия в школе должны начинаться в 8 часов. Перед началом занятия читается молитва,А.Мельский,1.0,alpha; capitalized; context:читает; context:книга; context:литература,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,Занятия в школе должны начинаться в 8 часов. Перед началом занятия читается молитва,П.Краснов,1.0,alpha; capitalized; context:читает; context:книга; context:книга,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,". Все дети должны были являться в класс за 15 минут до звонка чистыми, в опрятной одежде",А.Мельский,1.0,alpha; capitalized; context:читает; quotes; context:литература,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,". Все дети должны были являться в класс за 15 минут до звонка чистыми, в опрятной одежде",П.Краснов,1.0,alpha; capitalized; context:читает; quotes; context:книга,На 1942-1943 учебный год немцами были утверждены следующие праздники и каникулы для русских школьников: 24 декабря-9 января - зимние каникулы; 19 января - Крещение; 15 февраля - Сретение; 7 апреля Благовещение; 20 апреля - день рождения Вождя; 22-27 апреля - Пасха; 1 мая - национальный праздник; 3 и
-1,,Стихи Маяковского,Александр Дейнека,1.0,alpha; capitalized; context:роман; quotes; context:роман,"Александр Дейнека, ""Стихи Маяковского"" (1955). Первые ""оттепельные картины"" с романтизацией ""новой молодёжи"". Слева изображены сталинистские антиподы"
-1,,оттепельные картины,Александр Дейнека,1.0,alpha; context:роман; quotes; context:роман,"Александр Дейнека, ""Стихи Маяковского"" (1955). Первые ""оттепельные картины"" с романтизацией ""новой молодёжи"". Слева изображены сталинистские антиподы"
-1,,новой молодёжи,Александр Дейнека,1.0,alpha; context:роман; quotes; context:роман,"Александр Дейнека, ""Стихи Маяковского"" (1955). Первые ""оттепельные картины"" с романтизацией ""новой молодёжи"". Слева изображены сталинистские антиподы"
-1,,доступный дом будущего,Сууронен,1.0,alpha; context:автор; quotes; context:автор,"На излёте индустриализации и увлечения космическими технологиями первый мир успел представить публике «доступный дом будущего». Его автором стал финн Сууронен. Футуродом представлял собой быстровозводимую и легкотранспортируемую «летающую тарелку», выполненную из пластика, 28 кв. м обходились в 7 ты"
-1,,Спор между домами,Николай Агнивцев,1.0,alpha; capitalized; context:автор; context:книги; quotes; context:автор; context:книги,"Из книги ""Спор между домами"", автор - Николай Агнивцев, рисунки Николая Купреянова, 1925 год"
-1,,Мурзилке,Сергей Михалков,1.0,alpha; capitalized; context:автор; quotes; context:автор,"Автор - Сергей Михалков, 1937 год (напечатано в ""Мурзилке"")"
-1,,Китайская госкорпорация Aluminum Corporation of China (Chalco) не видит возможности для работы с,Цзян Цзин (Jiang Yinggang),1.0,alpha; capitalized; context:читает; context:читает,"""Китайская госкорпорация Aluminum Corporation of China (Chalco) не видит возможности для работы с ""Русалом"" из-за санкций, считает старший вице-президент китайской компании Цзян Цзин (Jiang Yinggang), которого цитирует агентство Блумберг"". @proeconomics уже писал, что Китай не пойдет на конфликт с С"
-1,,Рабочая газета,Мурзилка,1.0,alpha; capitalized; context:издательство; quotes; context:издательство,"Когда Мурзилка был собакой. Рисунок К.Ротова, Издательство ""Рабочая газета"", Москва, 1929 год"
-1,,Рабочая газета,К.Ротов,1.0,alpha; capitalized; context:издательство; quotes; context:издательство,"Когда Мурзилка был собакой. Рисунок К.Ротова, Издательство ""Рабочая газета"", Москва, 1929 год"
-1,,Детей Хама,Гилеад,1.0,alpha; capitalized; context:роман; quotes; context:роман,"Начал смотреть второй сезон антиутопии ""Рассказ служанки"" - как ветхозаветный мир победил мир прогрессизма и гуманизма. Но оказалось, что создатели сериала тоже не чужды избирательного подхода к миру. Например, в романе-иcточнике не было чернокожих персонажей, потому что Гилеад классифицировал всех "
-1,,Восемнадцатое мгновение весны,Штирлиц,1.0,alpha; capitalized; context:роман; quotes; context:роман; context:история,"Дочь писателя Юлиана Семёнова, Ольга очень хотела, чтобы экранизировано было так называемое ""Восемнадцатое мгновение весны"". Роман Юлиана Семёнова ""Отчаяние""(1990) через четверть века завершил эпопею о Штирлице. В его основу легла также реальная история – теперь уже Шандора Радо. В годы войны он пос"
-1,,Отчаяние,Штирлиц,1.0,alpha; capitalized; context:роман; quotes; context:роман; context:история,"Дочь писателя Юлиана Семёнова, Ольга очень хотела, чтобы экранизировано было так называемое ""Восемнадцатое мгновение весны"". Роман Юлиана Семёнова ""Отчаяние""(1990) через четверть века завершил эпопею о Штирлице. В его основу легла также реальная история – теперь уже Шандора Радо. В годы войны он пос"
-1,,Светлой памяти моего друга Шандора Радо (,Штирлиц,1.0,alpha; capitalized; context:роман; quotes; context:роман; context:история,"Дочь писателя Юлиана Семёнова, Ольга очень хотела, чтобы экранизировано было так называемое ""Восемнадцатое мгновение весны"". Роман Юлиана Семёнова ""Отчаяние""(1990) через четверть века завершил эпопею о Штирлице. В его основу легла также реальная история – теперь уже Шандора Радо. В годы войны он пос"
-1,,"Национал-социализм, неофашизм; модификации тоталитаризм",Штирлиц,1.0,alpha; capitalized; quotes; context:роман; context:история,"Дочь писателя Юлиана Семёнова, Ольга очень хотела, чтобы экранизировано было так называемое ""Восемнадцатое мгновение весны"". Роман Юлиана Семёнова ""Отчаяние""(1990) через четверть века завершил эпопею о Штирлице. В его основу легла также реальная история – теперь уже Шандора Радо. В годы войны он пос"
-1,,Штирлицу,Штирлиц,1.0,alpha; capitalized; quotes; context:роман; context:история,"Дочь писателя Юлиана Семёнова, Ольга очень хотела, чтобы экранизировано было так называемое ""Восемнадцатое мгновение весны"". Роман Юлиана Семёнова ""Отчаяние""(1990) через четверть века завершил эпопею о Штирлице. В его основу легла также реальная история – теперь уже Шандора Радо. В годы войны он пос"
-1,,Безбожник у станка,Д. Моор,1.0,alpha; capitalized; context:издание; quotes; context:издание,"Художник Д. Моор. Издание ""Безбожник у станка"", 1929 год"
-1,,", ложится на вашу кровать и через несколько дней умирает на ней. Есть от чего сбиться с пути и застрелиться",Юрий Олеша,1.0,alpha; capitalized; context:автор; context:книга; quotes; context:книга,"""Начальника станции, в комнате и на постели которого умер Лев Толстой, звали Озолин. Он после того, что случилось, стал толстовцем, потом застрелился. Какая поразительная судьба! Представьте себе, вы спокойно живете в своем доме, в кругу семьи, заняты своим делом, не готовитесь ни к каким особенным "
-1,,Книга прощания,Юрий Олеша,1.0,alpha; capitalized; context:книга; quotes; context:книга,"""Начальника станции, в комнате и на постели которого умер Лев Толстой, звали Озолин. Он после того, что случилось, стал толстовцем, потом застрелился. Какая поразительная судьба! Представьте себе, вы спокойно живете в своем доме, в кругу семьи, заняты своим делом, не готовитесь ни к каким особенным "
-1,,Охота на ведьм,Жанно,1.0,alpha; capitalized; context:экономика; quotes; context:читает,"Марксизм предполагает, что в основе большинства исторических процессов лежит экономика. ""Охота на ведьм"" один из таких примеров. В основе преследования ведьм в позднем Средневековье лежал экономический интерес. Инквизиция возникала в странах, в которых ""себестоимость"" взаимодействия центральной влас"
-1,,себестоимость,Жанно,1.0,alpha; context:экономический; quotes; context:читает,"Марксизм предполагает, что в основе большинства исторических процессов лежит экономика. ""Охота на ведьм"" один из таких примеров. В основе преследования ведьм в позднем Средневековье лежал экономический интерес. Инквизиция возникала в странах, в которых ""себестоимость"" взаимодействия центральной влас"
-1,,охоты на ведьм,Жанно,1.0,alpha; context:власть; quotes; context:читает,"Марксизм предполагает, что в основе большинства исторических процессов лежит экономика. ""Охота на ведьм"" один из таких примеров. В основе преследования ведьм в позднем Средневековье лежал экономический интерес. Инквизиция возникала в странах, в которых ""себестоимость"" взаимодействия центральной влас"
-1,,предпочитает своей жене овцу,Жанно,1.0,alpha; context:читает; quotes; context:читает,"Марксизм предполагает, что в основе большинства исторических процессов лежит экономика. ""Охота на ведьм"" один из таких примеров. В основе преследования ведьм в позднем Средневековье лежал экономический интерес. Инквизиция возникала в странах, в которых ""себестоимость"" взаимодействия центральной влас"
-1,,Символическая история европейского средневековья,Жанно,1.0,alpha; capitalized; context:экономический; context:история; quotes; context:читает,"Марксизм предполагает, что в основе большинства исторических процессов лежит экономика. ""Охота на ведьм"" один из таких примеров. В основе преследования ведьм в позднем Средневековье лежал экономический интерес. Инквизиция возникала в странах, в которых ""себестоимость"" взаимодействия центральной влас"
-1,,Революционный террор в России. 1894-1917,Анна Гейфман,1.0,alpha; capitalized; context:исследование; quotes; context:исследование,"Одна из лучших исследовательниц терроризма, профессор Бостонского университета Анна Гейфман (лучшее исследование по российскому терроризму ""Революционный террор в России. 1894-1917"" - у неё) верно подмечает, что террор рождается там, где происходит резкий переход от общинной жизни к индивидуализму. "
-1,,Ревизора,Николай Гоголь,1.0,alpha; capitalized; context:роман; quotes; context:роман,"Возможно, Николай Гоголь списал своего Хлестакова из ""Ревизора"" с реального персонажа - Романа Медокса, который с 1812-го по середину 1850-х потрясал высший свет своими авантюрами. Сначала он, 18-летний, выдавал себя за посланника царя на Кавказе, получал большие деньги и даже руководил наместником "
-1,,Ревизора,Хлестаков,1.0,alpha; capitalized; context:роман; quotes; context:роман,"Возможно, Николай Гоголь списал своего Хлестакова из ""Ревизора"" с реального персонажа - Романа Медокса, который с 1812-го по середину 1850-х потрясал высший свет своими авантюрами. Сначала он, 18-летний, выдавал себя за посланника царя на Кавказе, получал большие деньги и даже руководил наместником "
-1,,Ревизора,Медокс,1.0,alpha; capitalized; context:роман; quotes; context:роман,"Возможно, Николай Гоголь списал своего Хлестакова из ""Ревизора"" с реального персонажа - Романа Медокса, который с 1812-го по середину 1850-х потрясал высший свет своими авантюрами. Сначала он, 18-летний, выдавал себя за посланника царя на Кавказе, получал большие деньги и даже руководил наместником "
-1,,внутренней эмиграции,Бахтин,1.0,alpha; context:власть; quotes; context:книгу,"Прочитал в серии ЖЗЛ биографию писателя Юлиана Семёнова. Писала его дочь, Ольга. Недавно упоминал на примере Пришвина о жизни верхних 1-2%, которая хороша при любой власти. А пример писателя Юлиана Семёнова - это уже про жизнь верхних 0,5%. Поподробнее о своих впечатлениях напишу попозже, отмечу тол"
-1,,Детка,Порфирий Иванов,1.0,alpha; capitalized; context:автор; quotes; context:автор,"Порфирий Иванов на Луне (творчество поклонников русского целителя, автора знаменитой системы оздоровления ""Детка"")"
-1,,Комсомолка,Валентин Юмашев,1.0,alpha; capitalized; context:автор; quotes; context:автор,"""Комсомолка"", 19 декабря 1980 года. Автор статьи – молодой журналист Валентин Юмашев. В 1997 году он стал главой президентской администрации, а потом и зятем Бориса Ельцина"
-1,,Гауссова кривая,Френсис Фукуяма,1.0,alpha; capitalized; context:книги; context:книга; quotes; context:книгу; context:автор,"Американский философ, политэкономист Френсис Фукуяма в 2002 году выпустил книгу ""Наше постчеловеческое будущее"". Автор знаменитого ""Конца истории"" сразу после выхода этой работы подвергся шквалу осуждения со стороны либеральной общественности США (а также немного - со стороны консерваторов). В этой "
-1,,Гауссова кривая,Фукуяма,1.0,alpha; capitalized; context:книги; context:книга; quotes; context:книгу; context:автор,"Американский философ, политэкономист Френсис Фукуяма в 2002 году выпустил книгу ""Наше постчеловеческое будущее"". Автор знаменитого ""Конца истории"" сразу после выхода этой работы подвергся шквалу осуждения со стороны либеральной общественности США (а также немного - со стороны консерваторов). В этой "
-1,,Гауссова кривая,Чарльз Мюррей,1.0,alpha; capitalized; context:книги; context:книга; quotes; context:книги,"Американский философ, политэкономист Френсис Фукуяма в 2002 году выпустил книгу ""Наше постчеловеческое будущее"". Автор знаменитого ""Конца истории"" сразу после выхода этой работы подвергся шквалу осуждения со стороны либеральной общественности США (а также немного - со стороны консерваторов). В этой "
